task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Refactoring,High,Mid,C++,Critical,1,2,1,2,2,11,True,2,False,3.73,1,0,1,0,0.82
Testing,Low,Senior,Python,Critical,8,5,3,16,3,11,True,0,False,2.71,1,4,0,0,3.27
Code Review,High,Senior,Python,Medium,1,1,2,2,10,17,False,2,False,1.99,1,0,0,0,1.03
Feature Dev,Medium,Senior,Python,Low,13,4,3,26,1,10,False,2,False,3.01,2,1,1,0,5.33
Refactoring,Low,Tech Lead,Other,High,7,5,2,14,1,10,False,2,False,2.26,2,3,0,0,3.16
Code Review,Medium,Junior,Other,Medium,13,3,3,26,6,9,True,3,False,2.35,1,2,0,0,6.12
Bug Fix,High,Senior,JavaScript,Critical,12,3,1,24,6,16,True,0,False,4.2,0,2,0,1,5.37
Client Meeting,High,Junior,Go,High,10,3,0,20,3,18,True,2,False,3.7,1,0,2,0,4.5
Client Meeting,Low,Junior,JavaScript,High,12,2,0,24,4,10,False,3,True,3.08,1,0,1,0,4.54
Deployment,High,Junior,C++,Medium,4,2,2,8,7,17,False,3,False,4.23,1,0,1,0,2.0
Bug Fix,Low,Senior,Python,Low,6,3,0,12,2,13,False,0,False,3.03,1,1,1,0,2.12
Feature Dev,Low,Senior,Python,Low,10,5,1,20,8,9,False,0,False,1.89,4,0,1,0,3.47
Bug Fix,Medium,Junior,Python,Critical,7,2,2,14,8,10,True,3,True,4.99,0,1,1,0,3.28
Deployment,Medium,Tech Lead,C++,Medium,4,3,2,8,6,18,True,2,True,4.54,0,1,2,0,1.95
Feature Dev,High,Junior,C++,Low,6,4,2,12,7,18,False,0,False,1.76,3,1,0,0,3.02
Design Review,High,Mid,Java,Low,12,4,0,24,6,16,False,3,False,1.9,3,1,0,0,5.91
Code Review,Low,Mid,Java,Low,13,4,3,26,6,10,False,1,True,3.64,1,2,1,0,5.42
Code Review,High,Tech Lead,Java,High,1,3,0,2,7,17,False,0,False,1.43,3,0,0,0,0.5
Testing,High,Mid,C++,Medium,4,2,3,8,2,11,True,2,False,1.02,2,0,0,0,2.86
Client Meeting,Medium,Tech Lead,Go,Medium,8,2,3,16,10,14,True,3,False,2.55,1,1,0,0,4.21
Code Review,Low,Tech Lead,Other,High,2,5,1,4,2,17,False,0,False,5.04,1,1,1,2,0.87
Documentation,High,Junior,JavaScript,Low,8,3,2,16,3,18,False,3,False,3.36,2,0,0,1,3.85
Code Review,High,Senior,Other,Low,5,3,0,10,8,14,False,1,False,2.04,2,1,0,0,2.47
Feature Dev,Medium,Mid,C++,Medium,13,2,2,26,3,12,False,0,False,4.48,0,1,1,0,4.95
Design Review,Low,Senior,Python,Low,3,5,2,6,9,9,False,3,False,2.03,3,2,0,0,1.59
Bug Fix,High,Senior,C++,High,6,4,2,12,1,9,False,0,False,2.9,1,3,0,0,2.87
Bug Fix,Low,Tech Lead,Python,Low,11,1,2,22,2,10,True,1,False,1.09,1,0,0,0,4.84
Bug Fix,High,Mid,C++,Medium,2,1,2,4,6,13,False,2,False,2.91,0,1,0,0,1.47
Feature Dev,Low,Senior,Python,Critical,7,3,2,14,7,12,False,0,False,3.02,2,0,0,1,2.59
Bug Fix,Medium,Senior,Python,Low,2,4,3,4,8,16,True,2,True,3.93,1,2,0,1,1.49
Client Meeting,Medium,Junior,Go,Medium,1,3,0,2,8,13,False,3,False,2.0,3,0,0,0,0.63
Testing,Low,Junior,C++,Medium,5,4,2,10,9,16,False,0,False,3.11,2,0,2,0,1.81
Code Review,Low,Senior,Python,High,13,5,0,26,10,9,True,3,False,2.87,1,3,1,0,4.88
Testing,High,Mid,Python,Medium,11,2,0,22,4,15,False,2,True,3.75,1,0,1,0,5.09
Design Review,High,Tech Lead,JavaScript,Low,11,2,2,22,9,11,False,1,False,3.73,0,1,1,0,5.05
Deployment,Low,Junior,Java,Low,13,4,1,26,3,12,True,3,False,4.19,2,0,1,1,4.57
Feature Dev,High,Senior,Go,Critical,7,4,0,14,10,14,False,1,True,2.76,2,1,1,0,3.62
Refactoring,High,Mid,C++,Medium,5,4,1,10,8,9,False,0,True,3.24,2,1,0,1,2.6
Bug Fix,High,Junior,Go,Medium,3,2,0,6,6,12,True,3,False,4.33,0,1,1,0,1.69
Bug Fix,Low,Tech Lead,Java,Critical,4,2,0,8,5,12,False,3,True,2.12,1,1,0,0,1.83
Design Review,Low,Junior,Other,Low,5,3,3,10,4,10,False,3,True,1.79,3,0,0,0,2.82
Client Meeting,High,Tech Lead,Java,Critical,8,4,1,16,9,9,True,3,False,3.26,1,2,1,0,3.99
Client Meeting,High,Tech Lead,C++,Low,8,4,0,16,10,9,False,0,False,3.24,2,1,0,1,3.47
Deployment,Medium,Mid,Other,Critical,3,1,3,6,5,18,False,2,False,5.17,0,0,1,0,1.59
Refactoring,High,Mid,Other,Low,10,1,2,20,9,12,False,0,False,1.47,1,0,0,0,5.01
Feature Dev,Medium,Mid,Go,Low,11,3,1,22,9,17,True,1,False,2.58,1,2,0,0,4.74
Documentation,Medium,Senior,Other,Low,4,2,0,8,9,9,True,3,False,4.18,1,0,0,1,1.9
Documentation,Medium,Mid,C++,High,7,1,2,14,6,16,True,0,False,5.79,0,0,1,0,2.78
Refactoring,High,Tech Lead,C++,High,10,2,1,20,3,17,False,2,True,4.88,0,1,0,1,4.54
Documentation,Low,Mid,Other,Medium,3,4,2,6,5,10,False,0,True,1.74,3,1,0,0,1.38
Code Review,Medium,Tech Lead,Java,Critical,6,3,2,12,2,16,False,2,True,7.24,0,0,1,2,2.43
Code Review,Low,Junior,JavaScript,Low,7,3,3,14,8,10,True,1,False,3.01,1,2,0,0,3.11
Refactoring,Medium,Mid,C++,High,10,4,2,20,7,16,True,0,False,1.98,4,0,0,0,4.45
Documentation,Low,Tech Lead,Other,Critical,3,4,1,6,3,17,True,0,False,4.89,1,1,0,2,0.96
Deployment,High,Mid,Java,Medium,7,3,0,14,8,10,False,3,False,2.84,1,1,1,0,3.48
Documentation,Medium,Mid,C++,Medium,1,1,3,2,2,14,False,2,True,3.22,0,1,0,0,1.18
Refactoring,High,Junior,JavaScript,Medium,10,2,3,20,2,17,False,2,True,1.36,2,0,0,0,5.74
Testing,High,Mid,Python,Medium,9,3,2,18,3,10,True,2,False,3.18,1,1,1,0,4.45
Testing,Low,Mid,Java,Low,7,1,0,14,6,11,False,0,False,3.04,0,1,0,0,2.46
Documentation,Low,Junior,Java,Medium,12,2,2,24,4,10,True,1,True,4.95,0,1,0,1,4.64
Code Review,High,Junior,C++,Low,5,1,0,10,5,18,False,2,True,7.03,0,0,0,1,2.19
Design Review,Medium,Mid,Go,Medium,9,2,0,18,8,14,False,0,False,4.82,1,0,0,1,3.26
Feature Dev,Medium,Junior,Java,High,7,3,3,14,2,15,True,1,False,1.76,3,0,0,0,3.44
Documentation,Medium,Senior,Other,Critical,4,1,3,8,2,15,True,2,False,5.23,0,0,1,0,2.13
Deployment,High,Junior,Python,Medium,7,2,1,14,10,18,True,0,False,2.34,1,1,0,0,3.38
Documentation,High,Tech Lead,JavaScript,Critical,11,2,3,22,1,10,False,3,False,3.5,1,0,1,0,5.17
Deployment,High,Junior,Java,Critical,10,1,2,20,8,16,False,1,False,5.48,0,0,1,0,4.28
Refactoring,Medium,Senior,Go,Low,13,3,0,26,7,11,True,3,True,3.57,1,1,1,0,5.68
Documentation,High,Tech Lead,C++,Low,10,2,3,20,6,9,False,3,False,2.73,1,1,0,0,5.37
Code Review,High,Junior,Java,High,6,4,2,12,5,10,True,0,False,1.8,3,1,0,0,3.03
Design Review,Low,Junior,Go,High,1,4,3,2,9,14,True,3,False,3.59,2,1,0,1,0.98
Feature Dev,High,Senior,JavaScript,Critical,4,1,1,8,10,10,True,0,False,1.57,1,0,0,0,2.18
Design Review,Medium,Junior,Go,Critical,7,3,2,14,1,17,False,0,True,2.76,1,2,0,0,3.17
Feature Dev,High,Tech Lead,Java,Critical,5,3,0,10,4,15,False,3,False,3.62,1,1,1,0,2.54
Documentation,Medium,Mid,JavaScript,Medium,7,3,1,14,5,17,True,1,True,2.56,0,3,0,0,3.33
Feature Dev,High,Junior,Other,Critical,13,1,2,26,3,12,False,0,True,6.64,0,0,0,1,6.08
Bug Fix,High,Junior,Go,High,8,3,0,16,5,16,False,1,False,2.12,2,1,0,0,3.6
Client Meeting,Medium,Junior,C++,High,12,2,3,24,10,9,False,2,False,6.83,0,0,1,1,4.32
Code Review,High,Mid,JavaScript,Critical,5,2,0,10,4,13,False,2,False,4.18,1,0,1,0,2.08
Testing,Low,Tech Lead,Other,High,13,1,0,26,2,11,True,3,False,5.33,0,0,1,0,4.65
Documentation,High,Junior,JavaScript,Critical,10,1,3,20,5,14,False,2,False,3.17,0,1,0,0,4.89
Bug Fix,Low,Mid,Java,Medium,10,2,3,20,7,18,False,2,False,2.76,1,1,0,0,3.98
Testing,Low,Junior,Go,Medium,2,2,2,4,1,17,False,1,False,2.16,1,1,0,0,1.13
Client Meeting,Medium,Tech Lead,Python,Medium,12,4,2,24,5,13,False,2,True,4.31,1,1,1,1,4.8
Testing,High,Tech Lead,Java,High,10,2,0,20,2,10,True,3,False,6.2,0,0,1,1,4.3
Refactoring,Low,Junior,JavaScript,Medium,8,5,0,16,8,11,True,0,False,3.39,2,1,1,1,2.57
Bug Fix,Medium,Tech Lead,Java,High,2,3,3,4,3,14,False,1,False,4.93,1,0,1,1,1.05
Deployment,Low,Tech Lead,Python,Medium,3,2,0,6,8,16,False,1,True,4.24,0,1,1,0,1.25
Deployment,Low,Mid,Python,High,2,5,1,4,8,10,False,2,True,4.21,1,2,1,1,0.9
Design Review,Low,Senior,Other,Low,7,1,2,14,6,9,True,0,False,3.22,0,1,0,0,2.89
Deployment,Medium,Mid,Java,Low,13,5,0,26,5,11,False,2,False,3.82,3,0,0,2,4.66
Bug Fix,Medium,Tech Lead,C++,High,11,5,0,22,2,9,False,2,False,1.91,3,2,0,0,4.62
Refactoring,Medium,Tech Lead,Other,Medium,11,5,3,22,10,9,False,1,False,2.92,3,1,1,0,4.59
Refactoring,Low,Junior,Go,Low,9,5,3,18,7,13,False,0,False,3.76,2,1,2,0,3.07
Design Review,High,Tech Lead,Other,Critical,10,1,1,20,2,9,True,2,False,4.71,0,0,1,0,4.38
Feature Dev,High,Tech Lead,C++,Critical,11,5,2,22,1,12,False,3,False,1.68,3,2,0,0,5.85
Deployment,High,Mid,Other,Medium,7,4,0,14,4,12,True,1,False,3.29,2,1,0,1,3.13
Documentation,High,Tech Lead,Python,High,1,5,3,2,1,17,False,3,True,3.05,1,4,0,0,1.27
Code Review,Medium,Senior,Go,Low,5,5,3,10,6,18,True,3,False,2.68,3,1,0,1,2.82
Deployment,Low,Senior,Other,Critical,7,2,3,14,2,15,False,2,False,2.62,1,1,0,0,3.12
Deployment,Medium,Mid,Java,Low,1,2,2,2,4,16,False,2,False,5.36,0,0,2,0,0.61
Documentation,Medium,Senior,Python,High,3,4,0,6,9,10,False,0,False,6.43,0,0,2,2,0.93
Feature Dev,High,Junior,Java,High,3,1,3,6,1,12,False,3,False,1.36,1,0,0,0,2.34
Deployment,Medium,Senior,Go,Medium,2,2,2,4,8,17,False,3,False,3.76,1,0,1,0,1.24
Design Review,Low,Tech Lead,Java,Low,12,4,0,24,9,13,True,0,False,4.05,2,0,1,1,3.93
Client Meeting,Medium,Senior,Other,High,6,4,1,12,5,10,False,2,True,3.79,0,3,1,0,2.86
Code Review,High,Senior,C++,Medium,9,5,1,18,9,10,True,2,False,2.73,3,1,1,0,4.4
Code Review,Medium,Senior,Other,High,2,1,3,4,9,18,True,0,True,3.71,0,1,0,0,1.51
Testing,Medium,Senior,JavaScript,Medium,12,5,0,24,2,14,True,1,False,2.69,2,2,1,0,4.72
Refactoring,Medium,Tech Lead,JavaScript,Critical,11,4,3,22,8,9,False,3,False,3.68,2,0,2,0,4.43
Feature Dev,High,Senior,Python,Critical,2,1,0,4,10,15,False,2,True,1.99,1,0,0,0,1.08
Code Review,Medium,Senior,Java,Medium,12,1,2,24,10,11,True,0,False,3.35,0,1,0,0,5.07
Feature Dev,High,Tech Lead,C++,Critical,3,5,0,6,10,13,False,2,False,3.76,2,2,0,1,1.49
Refactoring,High,Junior,Other,Low,4,5,1,8,9,18,False,0,False,3.82,3,0,1,1,1.69
Design Review,Medium,Junior,C++,Low,6,3,0,12,7,11,False,3,False,3.58,2,0,0,1,2.28
Code Review,High,Senior,Java,Low,12,4,0,24,9,15,True,3,True,4.82,1,0,2,1,5.42
Bug Fix,Medium,Junior,JavaScript,Critical,9,2,0,18,3,13,False,3,False,4.6,1,0,0,1,3.44
Client Meeting,Medium,Junior,Other,Medium,13,5,1,26,8,13,False,2,False,4.94,1,1,1,2,4.18
Documentation,High,Tech Lead,JavaScript,Medium,10,5,0,20,6,14,True,2,False,1.83,4,1,0,0,5.2
Documentation,High,Tech Lead,JavaScript,Medium,11,5,1,22,8,15,False,2,False,3.84,2,1,0,2,4.63
Refactoring,Low,Junior,Go,Low,11,4,2,22,4,9,False,0,False,3.56,2,0,2,0,3.75
Documentation,High,Senior,Java,Low,10,3,1,20,5,18,False,1,False,3.53,1,1,1,0,4.29
Refactoring,Medium,Mid,Go,Medium,11,1,0,22,1,17,False,1,False,1.93,1,0,0,0,4.37
Documentation,High,Tech Lead,Python,Critical,11,4,2,22,8,14,False,0,False,2.79,2,2,0,0,5.15
Code Review,Medium,Mid,JavaScript,Low,10,2,3,20,6,13,False,1,False,1.06,2,0,0,0,4.44
Testing,Low,Tech Lead,Java,High,1,5,0,2,1,16,False,1,False,3.5,2,2,0,1,0.53
Code Review,Medium,Tech Lead,Python,Low,11,4,2,22,10,10,False,0,True,2.78,2,1,1,0,5.0
Design Review,High,Junior,C++,High,10,1,0,20,8,18,False,0,True,3.86,0,1,0,0,4.67
Deployment,Low,Mid,Java,Low,1,5,2,2,9,9,True,3,True,1.98,4,0,1,0,1.07
Client Meeting,Medium,Mid,Java,Medium,13,4,3,26,1,16,False,1,True,3.76,1,2,0,1,5.75
Testing,Low,Mid,Other,Medium,8,3,3,16,3,13,False,1,False,2.95,1,1,1,0,3.22
Deployment,Low,Senior,Python,Low,4,2,1,8,3,15,False,1,True,1.86,1,1,0,0,1.66
Bug Fix,Medium,Mid,JavaScript,Critical,4,5,1,8,4,9,False,2,False,4.23,2,0,2,1,1.64
Testing,High,Senior,Java,High,4,5,1,8,8,17,False,2,True,2.93,2,2,1,0,2.25
Deployment,Low,Senior,Other,High,9,4,3,18,7,18,True,3,False,3.3,1,2,1,0,3.83
Feature Dev,Medium,Senior,Go,Low,3,2,3,6,6,13,False,2,False,3.14,0,2,0,0,1.89
Client Meeting,Low,Mid,C++,Medium,5,5,0,10,5,13,True,2,False,3.58,1,2,1,1,1.75
Testing,High,Mid,Other,High,1,4,2,2,4,16,False,2,False,5.56,1,0,2,1,0.66
Testing,High,Tech Lead,Other,Critical,6,4,1,12,6,14,False,2,False,2.14,2,2,0,0,3.19
Testing,Medium,Tech Lead,Other,Critical,13,5,2,26,4,15,False,2,False,4.92,2,0,1,2,4.67
Bug Fix,High,Tech Lead,Java,Critical,2,1,2,4,7,13,True,3,False,3.74,0,1,0,0,1.38
Testing,Low,Senior,Other,Low,8,4,1,16,5,15,True,0,True,3.34,2,1,0,1,3.31
Deployment,Low,Senior,Go,Medium,9,2,2,18,8,18,True,3,False,4.01,0,1,1,0,3.63
Code Review,High,Junior,JavaScript,Critical,6,2,3,12,2,15,False,2,False,2.38,1,1,0,0,3.42
Code Review,Low,Mid,JavaScript,High,11,5,3,22,8,15,False,1,False,3.08,2,1,2,0,3.87
Design Review,High,Tech Lead,Java,Critical,1,4,1,2,1,18,True,0,True,2.33,2,2,0,0,0.56
Bug Fix,Low,Senior,Python,Critical,3,3,2,6,2,15,True,0,True,3.57,1,0,2,0,1.42
Documentation,Medium,Junior,Go,Low,1,2,1,2,2,11,True,1,False,1.03,2,0,0,0,0.52
Feature Dev,Low,Tech Lead,Go,Low,6,4,1,12,2,13,False,1,False,2.65,3,0,0,1,2.21
Design Review,Low,Junior,Java,Critical,5,5,0,10,6,16,False,3,False,4.72,1,2,0,2,1.77
Bug Fix,Medium,Junior,Go,Critical,7,5,0,14,1,12,True,1,False,2.29,3,1,1,0,2.85
Deployment,High,Senior,Java,High,6,3,3,12,4,18,False,0,False,3.52,1,0,2,0,3.04
Client Meeting,High,Senior,Java,Critical,11,1,0,22,4,12,False,3,True,2.81,0,1,0,0,5.83
Refactoring,Low,Tech Lead,Other,Critical,5,5,1,10,8,15,False,1,True,2.12,3,2,0,0,2.09
Refactoring,High,Tech Lead,Java,Critical,1,3,0,2,2,14,False,3,False,3.29,1,1,1,0,0.74
Feature Dev,High,Tech Lead,Java,Medium,4,4,3,8,7,18,False,2,True,4.53,1,1,0,2,2.42
Feature Dev,Low,Tech Lead,JavaScript,High,9,4,0,18,8,11,False,2,False,3.76,2,0,2,0,2.94
Documentation,Low,Mid,Python,Low,13,1,3,26,9,15,False,3,True,3.13,0,1,0,0,5.63
Documentation,High,Tech Lead,Other,Low,2,2,1,4,7,17,True,2,False,3.91,1,0,0,1,1.01
Client Meeting,High,Senior,Other,Critical,3,2,1,6,4,13,True,1,True,2.19,1,1,0,0,1.98
Client Meeting,Medium,Junior,Other,Medium,2,3,0,4,1,10,True,3,False,2.01,2,1,0,0,1.21
Testing,High,Junior,C++,High,8,3,3,16,2,9,True,2,False,6.23,0,0,1,2,3.49
Deployment,High,Tech Lead,Other,Medium,1,5,1,2,6,16,True,2,False,3.7,1,3,1,0,0.92
Testing,High,Tech Lead,C++,Low,6,3,0,12,2,13,False,3,False,5.18,0,1,2,0,2.59
Refactoring,Medium,Mid,C++,Low,8,1,1,16,5,12,True,1,False,1.99,1,0,0,0,3.54
Documentation,High,Tech Lead,Other,Low,11,3,0,22,7,17,False,3,True,6.03,0,0,2,1,4.82
Client Meeting,Low,Mid,JavaScript,Low,5,2,2,10,1,18,False,0,True,3.89,1,0,1,0,1.89
Refactoring,Low,Tech Lead,C++,High,13,1,1,26,8,11,True,1,False,2.72,0,1,0,0,5.01
Documentation,Low,Junior,Go,High,5,5,2,10,4,9,False,0,False,4.06,1,2,2,0,1.93
Feature Dev,Medium,Tech Lead,JavaScript,Medium,1,3,3,2,3,14,False,2,False,3.24,1,1,1,0,0.93
Code Review,High,Senior,C++,Medium,10,2,2,20,3,15,False,3,True,3.84,1,0,1,0,5.26
Client Meeting,High,Mid,Python,Low,6,5,0,12,7,10,True,1,False,3.8,0,4,0,1,2.85
Deployment,High,Tech Lead,JavaScript,Critical,6,5,0,12,5,18,True,0,True,3.85,1,3,0,1,2.91
Feature Dev,Low,Senior,Python,Medium,7,5,3,14,2,11,False,0,False,4.16,1,2,2,0,2.65
Feature Dev,Low,Tech Lead,JavaScript,Low,1,3,1,2,1,12,True,1,True,4.74,1,0,1,1,0.77
Documentation,Low,Senior,Other,Critical,3,5,2,6,6,13,False,2,False,2.32,4,0,1,0,1.39
Feature Dev,High,Tech Lead,Python,High,5,3,3,10,6,18,False,1,False,4.03,1,1,0,1,2.57
Refactoring,High,Mid,C++,Medium,6,5,3,12,4,13,True,3,False,2.11,2,3,0,0,3.5
Code Review,Low,Tech Lead,Java,Critical,2,3,1,4,1,11,False,0,False,3.26,1,1,1,0,0.64
Design Review,Medium,Mid,JavaScript,Critical,8,2,0,16,4,18,False,2,False,2.23,1,1,0,0,3.29
Client Meeting,High,Tech Lead,Java,Critical,6,5,2,12,4,10,False,2,False,4.79,1,0,3,1,2.37
Feature Dev,High,Junior,Python,High,9,2,3,18,1,15,False,0,False,3.83,0,2,0,0,4.34
Refactoring,High,Senior,Java,Low,10,3,1,20,4,17,True,1,False,5.0,0,1,1,1,4.38
Bug Fix,Medium,Senior,C++,High,5,5,1,10,3,15,False,3,True,3.36,1,3,1,0,2.28
Design Review,Low,Junior,C++,Critical,4,4,3,8,8,16,True,1,True,3.02,2,1,1,0,2.05
Feature Dev,Low,Senior,Other,Critical,1,1,0,2,5,10,True,1,False,1.42,1,0,0,0,0.67
Client Meeting,Medium,Tech Lead,Other,Medium,6,1,3,12,6,15,True,3,False,4.53,0,0,1,0,2.75
Code Review,Medium,Tech Lead,JavaScript,High,8,5,1,16,9,18,False,3,True,2.42,4,0,1,0,3.65
Feature Dev,Low,Mid,Java,Low,3,4,1,6,1,17,False,2,False,2.76,3,0,1,0,1.31
Client Meeting,High,Junior,JavaScript,Low,5,1,3,10,10,10,True,2,False,1.0,1,0,0,0,3.07
Client Meeting,Low,Senior,C++,High,6,2,0,12,4,18,False,0,False,3.46,1,0,1,0,2.04
Client Meeting,Low,Junior,Java,Low,1,1,1,2,3,9,False,1,False,1.55,1,0,0,0,0.5
Feature Dev,Low,Tech Lead,Go,High,13,1,2,26,10,13,False,2,False,7.26,0,0,0,1,4.24
Feature Dev,Medium,Junior,Go,Low,13,5,3,26,4,18,False,1,False,4.08,2,0,2,1,4.61
Code Review,High,Tech Lead,Go,High,5,2,2,10,1,12,False,2,False,2.38,1,1,0,0,2.59
Testing,High,Junior,Python,High,11,5,2,22,5,9,True,2,False,3.54,3,0,1,1,4.98
Refactoring,High,Junior,Other,Critical,11,3,3,22,8,10,True,1,False,3.51,1,1,1,0,5.26
Deployment,Low,Tech Lead,Java,Medium,4,2,2,8,7,10,True,1,False,4.79,0,0,2,0,1.63
Refactoring,Low,Junior,Go,Low,7,1,0,14,1,10,False,0,False,1.77,1,0,0,0,2.63
Refactoring,High,Senior,Other,Low,4,4,1,8,7,11,True,3,True,2.43,2,2,0,0,2.59
Code Review,Low,Junior,Java,Critical,7,4,1,14,6,10,False,2,True,4.75,0,2,1,1,2.47
Design Review,Low,Junior,Go,Medium,3,2,1,6,6,13,False,2,False,4.59,0,1,1,0,1.27
Bug Fix,Low,Mid,Other,Medium,6,1,3,12,7,14,False,3,True,2.92,0,1,0,0,2.95
Design Review,Medium,Tech Lead,C++,Critical,10,2,1,20,7,17,False,2,False,2.39,1,1,0,0,4.09
Testing,High,Junior,Java,High,1,2,2,2,3,17,False,0,True,4.54,1,0,0,1,0.64
Client Meeting,Low,Mid,Java,Low,12,4,3,24,2,9,False,1,True,3.01,2,1,1,0,4.82
Client Meeting,Low,Mid,C++,Medium,12,3,3,24,3,9,False,2,False,2.1,1,2,0,0,4.77
Client Meeting,Medium,Tech Lead,Go,High,10,3,3,20,9,18,False,1,False,5.49,0,1,0,2,3.56
Bug Fix,High,Tech Lead,C++,High,11,3,1,22,9,10,True,3,False,1.85,2,1,0,0,5.67
Bug Fix,Low,Junior,JavaScript,Medium,9,5,1,18,4,14,True,0,True,2.83,2,2,1,0,3.62
Client Meeting,High,Senior,Java,Low,6,4,1,12,4,11,True,0,False,2.93,2,1,1,0,2.74
Feature Dev,High,Senior,C++,Medium,6,4,0,12,5,17,False,3,False,4.65,1,1,0,2,2.61
Bug Fix,Medium,Junior,C++,High,3,3,0,6,3,10,True,1,False,3.13,2,0,1,0,1.24
Deployment,Low,Senior,JavaScript,Critical,7,5,3,14,4,17,True,1,False,3.65,2,2,0,1,2.98
Code Review,Low,Junior,JavaScript,Critical,3,4,1,6,7,15,True,0,False,2.45,1,3,0,0,1.44
Testing,Medium,Senior,Python,High,6,4,1,12,1,14,False,3,False,3.69,1,2,0,1,2.65
Client Meeting,Medium,Mid,Python,Medium,1,2,2,2,5,11,True,3,False,1.41,2,0,0,0,1.07
Code Review,Low,Tech Lead,JavaScript,High,3,2,3,6,4,10,False,3,True,5.35,0,1,0,1,1.88
Feature Dev,Medium,Senior,Python,Medium,8,4,2,16,4,15,True,3,False,5.59,1,0,1,2,2.94
Refactoring,Low,Tech Lead,Java,High,4,1,2,8,7,15,False,0,False,1.31,1,0,0,0,1.96
Design Review,Medium,Tech Lead,Go,High,2,5,3,4,2,10,True,3,False,3.19,1,3,1,0,1.65
Bug Fix,High,Junior,Go,Critical,2,1,3,4,8,10,False,0,False,2.82,0,1,0,0,1.17
Design Review,Medium,Tech Lead,Other,Critical,1,3,2,2,6,17,True,1,False,4.92,1,0,0,2,0.5
Design Review,Medium,Mid,Go,Critical,4,4,1,8,7,12,False,3,False,3.82,1,1,2,0,1.81
Bug Fix,High,Mid,Go,Low,11,2,2,22,9,10,False,3,False,4.24,1,0,0,1,4.77
Client Meeting,Low,Mid,C++,High,3,2,2,6,1,18,True,1,True,4.6,0,0,2,0,1.32
Bug Fix,Low,Tech Lead,Go,Low,2,4,1,4,7,15,True,2,True,4.13,2,0,1,1,0.94
Design Review,High,Tech Lead,Java,Medium,5,3,0,10,1,17,True,1,True,4.46,0,2,0,1,2.29
Code Review,High,Mid,Java,High,2,1,2,4,9,13,True,0,False,5.46,0,0,1,0,1.06
Deployment,High,Tech Lead,C++,Critical,4,1,2,8,8,15,False,1,False,2.97,0,1,0,0,2.15
Documentation,Medium,Junior,Go,Critical,7,1,2,14,9,14,False,2,True,3.94,0,1,0,0,3.42
Client Meeting,Low,Junior,Java,High,7,3,1,14,4,17,True,2,False,2.6,2,0,1,0,2.96
Bug Fix,Medium,Senior,Go,Medium,9,4,0,18,8,11,False,2,True,3.03,1,2,1,0,3.74
Design Review,High,Tech Lead,Java,Low,5,4,3,10,6,14,True,0,True,2.11,2,2,0,0,3.05
Client Meeting,Low,Senior,C++,Low,7,1,3,14,6,15,False,3,False,4.95,0,0,1,0,2.71
Testing,Low,Junior,Java,High,9,1,2,18,5,11,False,0,False,1.95,1,0,0,0,3.63
Feature Dev,High,Tech Lead,Python,Medium,6,5,3,12,9,12,False,3,False,3.44,1,3,0,1,2.99
Testing,High,Junior,Python,Critical,1,2,3,2,8,11,False,1,True,2.73,1,1,0,0,1.25
Refactoring,Low,Mid,Java,High,7,3,3,14,1,16,True,1,False,3.99,0,2,0,1,2.69
Feature Dev,Medium,Junior,C++,Critical,6,2,2,12,7,12,False,0,False,2.25,1,1,0,0,2.61
Documentation,Low,Tech Lead,Java,High,9,2,0,18,4,18,False,3,False,3.83,1,0,0,1,2.99
Client Meeting,Medium,Tech Lead,Python,Medium,12,2,3,24,8,13,True,2,False,1.6,2,0,0,0,5.81
Testing,Low,Senior,Other,Low,3,4,1,6,1,16,False,3,True,4.09,1,1,1,1,1.43
Testing,Medium,Junior,Python,Low,10,2,1,20,9,13,False,2,False,5.17,0,0,2,0,3.62
Deployment,Medium,Senior,C++,Low,6,5,3,12,6,12,True,2,False,4.4,1,1,2,1,2.81
Bug Fix,Low,Tech Lead,Other,Low,5,3,1,10,10,10,True,3,False,3.18,1,1,1,0,2.12
Client Meeting,Medium,Senior,JavaScript,Low,1,5,3,2,1,16,False,1,False,3.11,2,2,0,1,0.9
Documentation,Low,Tech Lead,JavaScript,Low,1,5,2,2,8,14,False,2,False,2.89,3,1,1,0,0.69
Testing,High,Tech Lead,C++,Critical,2,4,2,4,10,16,True,2,False,2.33,1,3,0,0,1.3
Refactoring,Low,Tech Lead,C++,Low,3,4,2,6,4,18,False,2,False,5.18,0,2,0,2,1.44
Refactoring,Medium,Mid,Go,High,1,1,1,2,2,14,False,3,False,3.28,0,1,0,0,0.72
Bug Fix,Medium,Tech Lead,Other,High,1,5,1,2,4,10,False,0,True,4.04,1,2,2,0,0.52
Bug Fix,Low,Mid,Go,Low,9,5,0,18,10,10,False,1,True,3.78,2,2,0,1,3.34
Client Meeting,Low,Junior,Java,Medium,12,3,1,24,7,11,False,1,False,1.88,2,1,0,0,4.53
Code Review,Medium,Tech Lead,Python,Critical,1,3,3,2,6,17,True,0,False,5.66,0,1,1,1,0.74
Client Meeting,High,Junior,Java,Medium,6,2,3,12,8,18,False,2,False,3.82,1,0,1,0,3.04
